time,aceptados,rechazados_lleno,rechazados_tasa,ocupacion_buffer
4771,1400,0,1313,0
4821,1400,0,1336,0
4873,1400,0,1372,0
4924,1404,0,1394,0
4975,1419,0,1408,1
5026,1437,0,1412,1
5076,1459,0,1414,2
5130,1476,0,1469,1
5180,1499,0,1471,5
5230,1521,0,1479,1
5280,1543,0,1480,1
5330,1570,0,1480,1
5380,1600,0,1481,0
5432,1600,0,1519,0
5483,1600,0,1542,0
5534,1600,0,1564,0
5586,1600,0,1586,0
5636,1607,0,1620,0
5686,1622,0,1633,2
5738,1641,0,1639,1
5789,1660,0,1639,1
5839,1680,0,1645,1
5891,1694,0,1656,1
5941,1720,0,1656,1
5991,1746,0,1661,1
6044,1773,0,1671,1
6094,1798,0,1671,1
6144,1800,0,1695,0
6195,1800,0,1718,0
6247,1800,0,1749,0
6297,1800,0,1787,0
6347,1808,0,1813,1
6397,1823,0,1823,1
6448,1844,0,1840,1
6498,1864,0,1849,3
6548,1880,0,1865,2
6600,1896,0,1885,1
6651,1921,0,1889,1
6701,1950,0,1889,1
6751,1973,0,1889,2
6802,1992,0,1900,2
6852,2000,0,1951,0
6902,2000,0,2000,0
6952,2000,0,2038,0
7002,2000,0,2059,0
7052,2009,0,2078,1
7106,2026,0,2093,1
7158,2048,0,2097,1
7208,2066,0,2100,1
7258,2082,0,2119,0
7308,2098,0,2134,1
7359,2123,0,2134,1
7411,2153,0,2138,1
7462,2172,0,2146,1
7513,2192,0,2160,1
7565,2200,0,2178,0
7615,2200,0,2201,0
7670,2200,0,2275,0
7720,2203,0,2305,1
7770,2215,0,2322,0
7820,2230,0,2339,1
7873,2251,0,2351,1
7926,2271,0,2359,1
7976,2286,0,2365,0
8026,2304,0,2378,1
8076,2328,0,2384,1
8126,2356,0,2386,1
8176,2378,0,2397,2
8226,2398,0,2407,0
8279,2400,0,2439,0
8331,2400,0,2468,0
8382,2400,0,2500,0
8432,2405,0,2521,1
8483,2417,0,2539,0
8534,2436,0,2556,1
8587,2454,0,2562,1
8637,2474,0,2578,0
8687,2487,0,2581,1
8737,2506,0,2591,1
8793,2534,0,2604,1
8847,2561,0,2604,1
8897,2588,0,2614,3
8948,2600,0,2639,0
9000,2600,0,2670,0
9050,2600,0,2696,0
9101,2600,0,2719,0
9153,2607,0,2746,0
9204,2624,0,2756,1
9254,2643,0,2760,1
9304,2663,0,2772,1
9357,2676,0,2787,0
9407,2696,0,2796,3
9458,2713,0,2806,1
9509,2739,0,2807,4
9560,2763,0,2811,1
9611,2791,0,2811,1
9663,2800,0,2827,0
9713,2800,0,2848,0
9765,2800,0,2877,0
9818,2801,0,2901,1
9868,2810,0,2931,1
9918,2828,0,2942,0
9970,2847,0,2948,1
10025,2868,0,2961,1
10078,2879,0,2993,1
10130,2902,0,3001,1
10180,2919,0,3016,0
10232,2934,0,3016,1
10282,2964,0,3016,3
10332,2998,0,3018,1
10383,3000,0,3042,0
10433,3000,0,3071,0
10486,3000,0,3107,0
10536,3004,0,3129,0
10586,3013,0,3143,1
10637,3031,0,3161,1
10687,3053,0,3164,1
10737,3072,0,3174,1
10787,3085,0,3186,2
10840,3105,0,3207,1
10892,3122,0,3217,1
10942,3138,0,3222,2
10992,3165,0,3269,3
11042,3187,0,3269,2
11092,3200,0,3283,0
11143,3200,0,3308,0
11196,3200,0,3335,0
11251,3207,0,3353,0
11302,3220,0,3376,1
11353,3237,0,3383,1
11404,3257,0,3395,0
11454,3275,0,3405,0
11505,3286,0,3409,1
11555,3309,0,3413,0
11605,3325,0,3423,0
11655,3344,0,3434,2
11708,3369,0,3443,1
11758,3393,0,3455,1
11808,3400,0,3482,0
11858,3400,0,3519,0
11912,3400,0,3545,0
11962,3407,0,3565,0
12021,3424,0,3572,1
12074,3442,0,3577,1
12126,3465,0,3580,1
12178,3478,0,3597,0
12228,3495,0,3606,1
12279,3517,0,3612,0
12331,3532,0,3621,1
12381,3558,0,3630,1
12434,3577,0,3637,1
12486,3600,0,3645,0
12536,3600,0,3674,0
12593,3600,0,3696,0
12644,3605,0,3725,1
12694,3613,0,3742,1
12746,3631,0,3754,0
12798,3650,0,3768,1
12849,3674,0,3775,0
12901,3684,0,3802,0
12953,3703,0,3806,1
13003,3723,0,3819,1
13053,3740,0,3835,0
13103,3766,0,3849,1
13153,3786,0,3859,1
13206,3800,0,3873,0
13256,3800,0,3918,0
13306,3800,0,3941,0
13356,3807,0,3962,0
13409,3817,0,3978,1
13459,3836,0,3988,1
13510,3853,0,3994,1
13560,3875,0,3998,0
13610,3885,0,4018,0
13663,3905,0,4031,1
13714,3927,0,4040,1
13766,3946,0,4051,1
13818,3969,0,4054,1
13868,3996,0,4055,5
13921,4000,0,4081,0
13972,4000,0,4107,0
14024,4001,0,4133,1
14074,4008,0,4153,1
14125,4022,0,4165,1
14180,4037,0,4176,1
14230,4061,0,4189,0
14280,4078,0,4204,0
14331,4092,0,4223,1
14384,4110,0,4224,1
14437,4133,0,4235,1
14487,4156,0,4238,6
14537,4173,0,4257,1
14588,4200,0,4263,1
14640,4200,0,4286,0
14692,4200,0,4318,0
14743,4204,0,4333,0
14794,4211,0,4350,1
14845,4229,0,4366,1
14898,4247,0,4380,1
14948,4264,0,4388,1
14998,4282,0,4406,1
15049,4296,0,4416,1
15099,4316,0,4433,0
15159,4335,0,4438,1
15209,4359,0,4438,2
15264,4381,0,4438,1
15317,4400,0,4457,0
15367,4400,0,4482,0
15418,4400,0,4515,0
15477,4407,0,4540,0
15529,4420,0,4548,1
15579,4436,0,4563,0
15629,4456,0,4565,1
15682,4478,0,4580,0
15737,4490,0,4606,1
15789,4511,0,4606,1
15839,4531,0,4610,1
15894,4544,0,4625,1
15944,4573,0,4635,2
15995,4600,0,4638,1
16046,4600,0,4672,0
16096,4600,0,4702,0
16146,4602,0,4726,2
16196,4611,0,4740,1
16247,4629,0,4750,1
16298,4642,0,4766,1
16348,4663,0,4777,0
16399,4682,0,4790,1
16451,4694,0,4813,1
16501,4716,0,4831,0
16551,4734,0,4843,0
16601,4745,0,4864,1
16652,4775,0,4865,1
16702,4799,0,4870,1
16756,4800,0,4890,0
16807,4800,0,4914,0
16857,4805,0,4932,1
16907,4813,0,4955,1
16963,4831,0,4963,1
17013,4844,0,4986,1
17063,4865,0,4992,1
17113,4885,0,5004,0
17164,4900,0,5015,1
17214,4919,0,5032,0
17271,4937,0,5053,1
17321,4956,0,5062,1
17372,4983,0,5114,1
17424,5000,0,5123,0
17480,5000,0,5157,0
17530,5000,0,5193,0
17584,5008,0,5221,1
17634,5020,0,5233,1
17684,5037,0,5249,1
17734,5053,0,5263,2
17784,5077,0,5268,1
17834,5089,0,5277,0
17886,5108,0,5286,1
17937,5125,0,5301,1
17987,5142,0,5314,1
18038,5158,0,5323,1
18088,5187,0,5323,1
18139,5200,0,5332,0
18189,5200,0,5357,0
18239,5200,0,5376,0
18292,5208,0,5400,0
18342,5223,0,5413,0
18392,5238,0,5420,1
18442,5253,0,5435,1
18492,5279,0,5439,3
18549,5290,0,5470,1
18602,5311,0,5470,1
18652,5332,0,5481,2
18703,5345,0,5489,1
18753,5363,0,5503,2
18807,5395,0,5504,1
18858,5400,0,5533,0
18908,5400,0,5564,0
18959,5405,0,5585,1
19010,5413,0,5605,1
19060,5428,0,5620,1
19110,5442,0,5633,0
19162,5461,0,5637,1
19212,5484,0,5639,1
19263,5496,0,5654,1
19314,5515,0,5663,1
19366,5535,0,5671,1
19418,5550,0,5677,0
19469,5566,0,5681,1
19519,5586,0,5681,1
19569,5600,0,5696,0
19622,5600,0,5732,0
19673,5607,0,5751,0
19726,5617,0,5762,1
19776,5630,0,5771,1
19826,5646,0,5788,1
19876,5667,0,5793,3
19929,5685,0,5808,0
19979,5701,0,5825,1
20032,5720,0,5835,1
20084,5737,0,5843,0
20136,5754,0,5860,1
20187,5773,0,5865,1
20237,5797,0,5870,1
20289,5800,0,5942,0
20340,5800,0,5968,0
20390,5808,0,5979,1
20444,5820,0,5997,1
20495,5837,0,6011,0
20545,5851,0,6015,0
20595,5873,0,6021,1
20647,5889,0,6037,0
20698,5904,0,6047,1
20748,5922,0,6062,0
20798,5942,0,6073,0
20850,5958,0,6088,1
20901,5975,0,6097,1
20952,5999,0,6104,1
21004,6000,0,6137,0
21057,6001,0,6166,1
21108,6011,0,6184,1
21158,6025,0,6200,1
21208,6040,0,6217,2
21260,6054,0,6234,0
21312,6077,0,6236,1
21364,6092,0,6258,1
21418,6112,0,6262,1
21470,6131,0,6265,1
21522,6149,0,6278,1
21573,6166,0,6288,1
21623,6182,0,6304,1
21675,6200,0,6317,0
21726,6200,0,6348,0
21778,6207,0,6375,1
21831,6216,0,6391,1
21882,6229,0,6409,0
21935,6244,0,6424,1
21985,6264,0,6437,1
22035,6285,0,6440,0
22088,6299,0,6451,1
22139,6319,0,6463,1
22191,6337,0,6469,1
22242,6354,0,6476,1
22292,6370,0,6485,1
22344,6394,0,6492,3
22398,6400,0,6517,0
22449,6400,0,6556,0
22499,6409,0,6569,1
22558,6421,0,6588,1
22608,6439,0,6604,6
22658,6451,0,6616,1
22709,6471,0,6625,1
22761,6491,0,6627,0
22811,6505,0,6631,1
22861,6526,0,6639,2
22911,6543,0,6646,1
22961,6559,0,6655,1
23011,6573,0,6667,0
23062,6595,0,6668,1
23112,6600,0,6688,0
23162,6602,0,6710,0
23213,6611,0,6727,0
23266,6623,0,6744,1
23317,6637,0,6751,1
23371,6655,0,6760,1
23421,6674,0,6765,1
23473,6692,0,6771,0
23525,6712,0,6779,1
23575,6732,0,6800,1
23626,6748,0,6832,0
23676,6764,0,6835,1
23727,6777,0,6844,1
23779,6800,0,6851,0
23833,6800,0,6875,0
23888,6806,0,6906,1
23942,6817,0,6920,1
23994,6829,0,6932,1
24045,6843,0,6940,1
24095,6865,0,6943,0
24147,6881,0,6950,1
24197,6900,0,6961,1
24247,6917,0,6968,1
24308,6938,0,6971,1
24358,6955,0,6983,1
24409,6972,0,6993,1
24463,6990,0,7012,1
24514,7000,0,7032,0
24566,7002,0,7053,0
24617,7011,0,7070,0
24669,7023,0,7095,1
24720,7035,0,7109,1
24771,7052,0,7125,1
24821,7072,0,7131,0
24872,7092,0,7145,1
24923,7107,0,7162,1
24973,7124,0,7177,0
25025,7143,0,7183,1
25076,7158,0,7206,1
25126,7175,0,7221,2
25176,7193,0,7233,1
25229,7200,0,7257,0
25281,7205,0,7287,1
25332,7215,0,7309,1
25382,7227,0,7324,1
25434,7238,0,7334,1
25484,7257,0,7342,1
25534,7275,0,7354,0
25584,7294,0,7410,1
25636,7309,0,7424,0
25688,7328,0,7434,1
25739,7349,0,7442,0
25789,7360,0,7462,1
25840,7379,0,7472,1
25895,7399,0,7480,1
25946,7400,0,7498,0
25997,7407,0,7513,1
26047,7418,0,7578,1
26098,7430,0,7604,1
26149,7443,0,7628,0
26204,7462,0,7636,1
26255,7483,0,7653,1
26305,7498,0,7675,0
26355,7515,0,7688,2
26405,7533,0,7695,1
26455,7553,0,7707,0
26506,7566,0,7720,1
26556,7583,0,7733,1
26607,7600,0,7740,0
26657,7600,0,7764,0
26710,7609,0,7785,1
26761,7620,0,7798,0
26811,7631,0,7819,1
26862,7644,0,7836,0
26917,7667,0,7852,0
26967,7685,0,7856,1
27017,7699,0,7874,0
27068,7719,0,7880,1
27122,7741,0,7883,1
27174,7755,0,7893,0
27225,7773,0,7914,0
27276,7789,0,7925,1
27330,7800,0,7935,0
27383,7804,0,7960,1
27435,7815,0,7972,0
27486,7826,0,7985,0
27536,7837,0,8001,0
27588,7850,0,8013,1
27638,7873,0,8019,1
27689,7893,0,8025,2
27742,7907,0,8046,1
27795,7927,0,8107,0
27845,7947,0,8112,1
27897,7961,0,8117,1
27947,7977,0,8124,1
27999,7994,0,8142,0
28050,8000,0,8158,0
28102,8006,0,8183,1
28152,8017,0,8203,0
28202,8028,0,8226,1
28252,8043,0,8247,0
28303,8056,0,8263,1
28353,8077,0,8263,3
28403,8098,0,8275,0
28453,8111,0,8295,2
28503,8129,0,8313,1
28553,8151,0,8326,1
28603,8162,0,8349,0
28654,8181,0,8403,1
28705,8195,0,8418,1
28756,8200,0,8456,0
28806,8207,0,8481,1
28857,8218,0,8503,1
28908,8230,0,8517,1
28960,8243,0,8525,1
29019,8258,0,8543,1
29069,8282,0,8549,0
29119,8299,0,8567,0
29169,8314,0,8582,1
29222,8336,0,8593,1
29274,8355,0,8601,1
29324,8369,0,8613,2
29376,8388,0,8632,1
29426,8400,0,8650,0
29480,8403,0,8677,1
29530,8413,0,8688,1
29580,8424,0,8709,1
29630,8432,0,8720,1
29682,8447,0,8725,1
29732,8463,0,8739,0
29783,8487,0,8746,2
29833,8503,0,8759,1
29884,8519,0,8777,1
29934,8538,0,8784,1
29984,8556,0,8788,0
30034,8572,0,8798,1
30084,8589,0,8817,0
30136,8600,0,8834,0
30186,8604,0,8856,0
30236,8614,0,8873,0
30286,8625,0,8892,1
30340,8634,0,8915,1
30390,8649,0,8936,0
30440,8666,0,8943,2
30491,8684,0,8946,1
30541,8705,0,8958,1
30592,8723,0,8961,2
30647,8740,0,8974,1
30698,8758,0,8981,1
30752,8775,0,8991,1
30802,8791,0,8995,0
30857,8800,0,9017,0
30907,8807,0,9034,1
30959,8817,0,9053,1
31009,8828,0,9073,1
31060,8840,0,9088,1
31110,8856,0,9108,3
31162,8871,0,9117,1
31220,8894,0,9123,1
31271,8911,0,9132,1
31324,8933,0,9136,1
31376,8953,0,9145,1
31426,8964,0,9160,1
31476,8983,0,9164,1
31527,8998,0,9173,1
31577,9001,0,9194,1
31629,9011,0,9208,1
31684,9022,0,9224,1
31736,9032,0,9241,1
31786,9046,0,9252,0
31836,9062,0,9262,1
31886,9083,0,9272,2
31936,9100,0,9286,1
31986,9115,0,9294,2
32037,9137,0,9298,1
32087,9156,0,9312,1
32138,9167,0,9321,0
32188,9183,0,9325,1
32239,9200,0,9346,0
32289,9203,0,9373,0
32341,9215,0,9394,1
32392,9225,0,9414,1
32445,9234,0,9427,1
32498,9247,0,9431,1
32551,9265,0,9440,1
32604,9285,0,9442,1
32655,9305,0,9444,0
32705,9321,0,9449,2
32756,9341,0,9454,1
32808,9360,0,9468,1
32859,9375,0,9485,0
32910,9391,0,9495,0
32961,9400,0,9512,0
33011,9407,0,9528,0
33062,9416,0,9542,0
33112,9427,0,9559,0
33163,9438,0,9576,0
33215,9451,0,9593,1
33266,9471,0,9608,1
33317,9490,0,9619,1
33370,9509,0,9630,1
33420,9526,0,9636,1
33472,9545,0,9642,1
33522,9563,0,9647,0
33572,9576,0,9653,1
33623,9595,0,9664,3
33673,9600,0,9688,0
33723,9609,0,9703,0
33774,9620,0,9724,2
33824,9628,0,9738,1
33884,9640,0,9748,1
33934,9659,0,9754,1
33985,9673,0,9772,0
34036,9690,0,9777,1
34086,9712,0,9777,1
34138,9731,0,9784,1
34189,9751,0,9790,1
34241,9764,0,9796,1
34294,9783,0,9815,1
34344,9800,0,9823,0
34394,9803,0,9850,0
34447,9814,0,9867,1
34498,9825,0,9879,1
34548,9834,0,9898,1
34598,9845,0,9913,1
34648,9864,0,9928,3
34702,9877,0,9947,0
34752,9897,0,9955,0
34804,9916,0,9972,1
34861,9940,0,9977,1
34917,9957,0,9982,1
34973,9973,0,9998,1
35025,9992,0,10001,1
35078,10001,0,10017,1
35128,10010,0,10026,1
35179,10017,0,10038,1
35229,10029,0,10050,1
35279,10039,0,10062,0
35329,10051,0,10081,0
35379,10068,0,10085,1
35433,10087,0,10100,1
35484,10109,0,10117,1
35535,10126,0,10123,1
35587,10149,0,10133,0
35637,10163,0,10146,0
35689,10179,0,10159,1
35739,10197,0,10168,1
35790,10201,0,10192,0
35840,10211,0,10259,1
35892,10221,0,10281,1
35942,10231,0,10301,0
35994,10241,0,10314,0
36044,10252,0,10342,0
36096,10276,0,10361,1
36147,10294,0,10372,1
36197,10313,0,10377,0
36247,10334,0,10388,1
36297,10350,0,10398,0
36351,10364,0,10409,1
36401,10382,0,10421,0
36459,10400,0,10438,0
36509,10404,0,10461,1
36559,10415,0,10483,1
36613,10427,0,10500,0
36665,10436,0,10517,1
36721,10450,0,10538,1
36771,10462,0,10555,1
36821,10481,0,10568,1
36873,10502,0,10579,1
36924,10516,0,10592,1
36974,10542,0,10596,0
37024,10558,0,10610,2
37074,10572,0,10629,0
37125,10584,0,10633,1
37176,10600,0,10649,0
37228,10609,0,10663,1
37278,10616,0,10683,0
37330,10628,0,10700,1
37384,10639,0,10726,0
37435,10651,0,10741,0
37485,10665,0,10754,1
37535,10685,0,10764,1
37585,10707,0,10773,2
37640,10722,0,10784,1
37690,10749,0,10790,2
37743,10763,0,10804,0
37793,10777,0,10822,0
37844,10795,0,10827,1
37894,10801,0,10846,0
37944,10811,0,10866,1
37995,10819,0,10887,1
38046,10831,0,10904,1
38098,10841,0,10930,1
38148,10852,0,10946,0
38203,10872,0,10963,1
38254,10892,0,10971,1
38305,10914,0,10975,3
38357,10928,0,10987,1
38410,10952,0,10993,1
38465,10967,0,11005,1
38515,10980,0,11015,0
38566,11000,0,11022,0
38618,11003,0,11043,1
38668,11016,0,11052,0
38719,11027,0,11077,0
38771,11036,0,11093,1
38821,11048,0,11109,1
38871,11062,0,11120,1
38924,11077,0,11124,1
38976,11100,0,11139,1
39026,11116,0,11146,1
39077,11136,0,11154,1
39128,11158,0,11165,1
39179,11172,0,11185,3
39234,11184,0,11205,1
39284,11200,0,11217,0
39334,11207,0,11226,2
39384,11216,0,11248,0
39434,11228,0,11272,0
39485,11239,0,11300,0
39541,11251,0,11317,1
39591,11265,0,11328,1
39642,11287,0,11340,0
39694,11307,0,11346,1
39745,11320,0,11362,1
39795,11338,0,11365,1
39848,11360,0,11365,1
39898,11377,0,11375,1
39948,11388,0,11383,2
40005,11401,0,11398,0
40056,11411,0,11422,1
40107,11423,0,11442,1
40157,11434,0,11460,0
40212,11443,0,11481,1
40262,11455,0,11497,1
40312,11472,0,11504,1
40364,11492,0,11521,1
40416,11512,0,11536,1
40468,11528,0,11552,1
40522,11545,0,11555,1
40575,11566,0,11557,1
40625,11582,0,11569,0
40679,11599,0,11581,1
40729,11603,0,11600,1
40780,11616,0,11615,0
40830,11627,0,11630,0
40880,11636,0,11642,0
40930,11650,0,11663,1
40982,11660,0,11679,1
41032,11680,0,11696,1
41088,11701,0,11701,1
41139,11718,0,11718,0
41189,11734,0,11720,0
41241,11750,0,11731,1
41292,11771,0,11741,1
41342,11784,0,11751,0
41392,11801,0,11765,1
41443,11808,0,11794,1
41494,11817,0,11815,0
41547,11830,0,11830,1
41597,11840,0,11852,0
41651,11852,0,11862,1
41703,11867,0,11879,1
41753,11888,0,11887,4
41806,11904,0,11890,1
41861,11922,0,11900,1
41911,11937,0,11901,1
41962,11959,0,11912,1
42012,11978,0,11916,1
42065,11990,0,11934,1
42117,12002,0,11957,0
42168,12014,0,11973,1
42218,12023,0,11991,1
42275,12033,0,12015,1
42327,12047,0,12032,1
42378,12058,0,12055,1
42429,12073,0,12074,1
42482,12091,0,12074,1
42536,12113,0,12085,1
42586,12127,0,12102,0
42636,12144,0,12108,1
42688,12168,0,12108,2
42739,12184,0,12120,1
42789,12199,0,12125,1
42842,12204,0,12149,1
42893,12217,0,12163,0
42943,12229,0,12176,1
42993,12239,0,12198,1
43043,12250,0,12215,0
43095,12259,0,12227,1
43145,12276,0,12231,1
43195,12295,0,12243,1
43245,12314,0,12252,0
43295,12328,0,12267,1
43346,12345,0,12281,1
43396,12365,0,12287,1
43448,12384,0,12305,0
43499,12401,0,12316,0
43550,12408,0,12329,4
43602,12419,0,12351,1
43653,12430,0,12369,1
43703,12440,0,12382,0
43753,12451,0,12402,1
43803,12462,0,12420,1
43855,12479,0,12440,1
43905,12499,0,12449,1
43955,12518,0,12466,1
44007,12534,0,12483,1
44058,12548,0,12499,1
44109,12572,0,12504,1
44160,12586,0,12530,1
44211,12601,0,12537,1
44263,12608,0,12559,1
44314,12620,0,12630,0
44364,12631,0,12651,0
44416,12642,0,12673,1
44466,12654,0,12694,1
44516,12666,0,12714,1
44569,12683,0,12722,1
44623,12702,0,12737,1
44673,12721,0,12737,2
44724,12738,0,12741,2
44774,12746,0,12754,1
44827,12778,0,12755,1
44878,12789,0,12766,1
44934,12802,0,12796,0
44985,12816,0,12813,1
45038,12826,0,12838,1
45089,12836,0,12857,1
45142,12850,0,12880,1
45192,12857,0,12903,1
45244,12873,0,12914,0
45297,12893,0,12925,0
45353,12909,0,12953,1
45405,12930,0,12963,1
45456,12944,0,12977,1
45510,12965,0,12984,1
45563,12985,0,12994,0
45614,13000,0,13013,1
45664,13008,0,13040,1
45715,13021,0,13056,1
45765,13031,0,13062,0
45815,13041,0,13081,0
45867,13053,0,13098,1
45920,13065,0,13112,1
45971,13082,0,13124,1
46022,13100,0,13130,1
46078,13114,0,13139,1
46128,13136,0,13142,2
46180,13147,0,13157,1
46230,13177,0,13163,1
46280,13190,0,13171,2
46330,13202,0,13182,0
46385,13215,0,13197,1
46439,13225,0,13218,0
46492,13234,0,13239,1
46545,13247,0,13255,0
46595,13257,0,13269,1
46648,13274,0,13283,1
46699,13290,0,13294,1
46749,13308,0,13303,0
46800,13326,0,13320,3
46850,13342,0,13334,1
46904,13352,0,13347,1
46955,13383,0,13348,1
47005,13398,0,13356,2
47055,13404,0,13374,0
47106,13419,0,13387,1
47157,13429,0,13409,1
47209,13441,0,13434,1
47259,13451,0,13461,1
47312,13462,0,13473,1
47362,13476,0,13489,0
47412,13496,0,13501,1
47466,13510,0,13523,1
47517,13530,0,13531,1
47570,13545,0,13544,1
47620,13561,0,13564,1
47671,13586,0,13575,1
47723,13602,0,13597,1
47780,13608,0,13617,1
47834,13623,0,13632,1
47884,13632,0,13654,0
47935,13644,0,13677,1
47985,13655,0,13750,0
48035,13668,0,13770,0
48085,13685,0,13780,1
48136,13701,0,13790,1
48187,13716,0,13804,1
48237,13734,0,13811,2
48287,13747,0,13830,1
48338,13763,0,13844,1
48390,13789,0,13845,1
48442,13802,0,13856,0
48492,13811,0,13871,1
48543,13825,0,13890,0
48593,13833,0,13919,0
48645,13847,0,13945,0
48697,13856,0,13966,0
48747,13869,0,13973,1
48797,13886,0,13979,1
48849,13902,0,13983,1
48899,13919,0,13988,1
48949,13938,0,13998,1
48999,13950,0,14007,1
49051,13972,0,14028,1
49101,13994,0,14030,1
49151,14003,0,14042,0
49203,14016,0,14067,1
49258,14027,0,14083,1
49308,14038,0,14107,3
49359,14049,0,14121,1
49409,14059,0,14142,1
49462,14076,0,14162,0
49513,14094,0,14174,1
49564,14107,0,14193,1
49615,14122,0,14213,0
49668,14144,0,14219,1
49718,14159,0,14239,3
49769,14176,0,14248,1
49825,14199,0,14263,1
49876,14207,0,14282,0
49928,14221,0,14296,0
49979,14232,0,14315,0
50031,14242,0,14332,0
50082,14255,0,14342,0
50132,14266,0,14353,1
50185,14278,0,14366,0
50235,14297,0,14376,0
50286,14312,0,14388,1
50336,14328,0,14398,1
50387,14346,0,14414,1
50437,14362,0,14429,0
50487,14381,0,14451,1
50543,14402,0,14457,0
50594,14410,0,14479,0
50644,14424,0,14487,1
50694,14433,0,14518,0
50744,14444,0,14539,1
50794,14456,0,14556,0
50844,14467,0,14568,0
50894,14481,0,14577,1
50944,14500,0,14580,1
50994,14515,0,14599,1
51048,14530,0,14618,1
51099,14548,0,14625,0
51150,14569,0,14633,1
51200,14587,0,14656,2
51250,14603,0,14680,0
51300,14610,0,14712,0
51353,14626,0,14723,1
51403,14634,0,14743,1
51454,14646,0,14766,0
51504,14656,0,14799,0
51559,14670,0,14810,0
51610,14685,0,14823,1
51660,14703,0,14834,0
51710,14720,0,14842,2
51763,14736,0,14858,1
51815,14753,0,14882,1
51865,14774,0,14887,2
51918,14790,0,14898,1
51972,14805,0,14913,0
52024,14821,0,14933,1
52074,14830,0,14949,1
52126,14841,0,14968,1
52179,14852,0,14981,1
52232,14863,0,15001,1
52282,14877,0,15019,1
52334,14892,0,15026,1
52386,14909,0,15036,1
52436,14927,0,15046,2
52489,14943,0,15057,1
52541,14959,0,15073,0
52592,14981,0,15083,1
52644,14999,0,15091,1
52697,15008,0,15101,1
52747,15024,0,15113,1
52800,15033,0,15134,0
52852,15045,0,15142,1
52906,15057,0,15164,1
52956,15070,0,15177,0
53008,15084,0,15192,1
53059,15101,0,15202,0
53109,15117,0,15213,1
53159,15132,0,15224,1
53209,15148,0,15224,2
53259,15164,0,15231,1
53310,15187,0,15243,1
53360,15204,0,15253,0
53410,15211,0,15276,0
53460,15226,0,15297,0
53514,15235,0,15326,1
53564,15247,0,15341,1
53614,15258,0,15356,0
53664,15270,0,15375,0
53715,15286,0,15393,1
53765,15303,0,15395,1
53816,15318,0,15412,1
53868,15335,0,15426,1
53918,15352,0,15439,1
53970,15368,0,15448,2
54021,15387,0,15454,1
54072,15405,0,15465,0
54122,15415,0,15491,1
54175,15429,0,15505,1
54225,15439,0,15573,1
54275,15449,0,15585,2
54325,15458,0,15606,0
54378,15473,0,15631,0
54436,15490,0,15643,1
54486,15507,0,15651,1
54537,15525,0,15663,1
54587,15540,0,15676,0
54638,15557,0,15687,1
54692,15577,0,15704,1
54744,15594,0,15725,1
54794,15607,0,15742,0
54846,15622,0,15757,0
54903,15633,0,15766,1
54965,15644,0,15782,1
55017,15658,0,15795,0
55068,15671,0,15815,0
55121,15686,0,15827,1
55173,15701,0,15839,1
55226,15719,0,15846,1
55277,15738,0,15850,1
55327,15752,0,15862,1
55378,15765,0,15880,1
55431,15785,0,15880,1
55481,15805,0,15883,1
55533,15814,0,15902,1
